,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.301893551207114,-1.7584217586272313,0.9651128770062744,-0.6709058482883968,0.9318350180470009,-1.306576286447899,-0.22511585549992214,0.4869094391076132,-1.484700319651992,0.8551128126718391,-0.6902691081036408,-1.2360085845780535,-0.2077043514943176,-0.31809285407633764,-1.0048325466469312,-0.7509238078461802,0.5146956760561615,0.3044621456162525,-0.7507265890165995,0.10631949880625405,0.11798087411928991,-0.1757872051066911,-0.5289461248088876,0.0793118284490579,-0.2462027992430275,3
1,-4.2454506678562005,-0.17415460548237038,1.7105680263102534,-1.0088046462334659,1.3064529588052374,0.7892134988769982,-1.1124330683688626,1.2882745225913335,0.28113052684101175,1.307009514339584,-0.42902833639132887,-0.6577511768073214,-1.6540034858954167,-0.6469876086182564,-0.781566858399585,-0.7923877412686194,0.4732317254511312,-0.28547707392729754,0.4107108756303554,-0.7420373099301871,-0.45538749892959274,-0.22253763063943152,-0.8153201218518488,-0.5335144557569171,-0.6196410876653032,3
2,-4.270400458977999,2.4728497772098974,3.9375357779345963,0.19464586735416378,0.09960430892189001,-1.3928024829888428,-1.2624676171613436,-0.8165171235230124,1.3288237028025884,1.7546638356303184,1.0035734139819967,0.5166824531617159,-0.8008331083099616,-2.139789837635857,-1.075020802851467,-1.6799752937932402,-0.8802978286364176,0.7227143367686232,0.5273142556181248,0.3574638525144352,-0.20299931625702117,0.40231838591561025,-0.2811633570810531,-0.42590106096113506,0.747840976005263,4
3,1.0096802497025477,0.865126777698838,3.4629265589036353,-1.549061311440766,2.7196312566887872,0.9420364587396161,2.570055994478778,0.7860387876562653,-0.4947121041378339,-1.1791126609864668,-0.05375051210148242,-0.38766518312528103,0.6511401721180626,0.230513802842617,0.9316455507662021,2.94874875096276,-0.09776040034629166,0.6760670290032003,-1.3612176867157175,0.225568713896908,-0.05507697801955283,-0.04085719604528697,-0.6011181678481881,-0.0959759427680192,-0.48162446755727434,3
4,-4.121186640903462,5.842287587627536,-0.5484496993725483,-1.6098385010045795,0.007815883659583932,2.8871667009724393,0.12117141792152189,-0.36801238765812083,0.010126435927375839,1.0670846049936704,-0.10125164193512183,-1.2170173029006734,-0.18502747935045566,-0.6794212907949593,0.2971220841255815,0.07883499599156854,0.9117076696157285,-0.455176097650094,0.9480837295146461,-0.9638994776819151,0.8540279052639644,0.13546711576705087,-0.29719305276560276,0.4161634938758173,-0.14580511032057514,3
5,6.345805669660445,-1.9012191565170062,0.7954955502670619,1.5396618268786153,0.48824419864977747,-0.9591971088146358,-1.709564827215431,0.2466872310481989,0.9126772421715882,0.6970701738730314,2.172933208044798,1.478903005164999,-1.2883425299357947,-0.20378036497867116,-1.37407407088005,0.22274624419044578,0.11063242351173463,0.08526449941358323,-0.8065924265236285,1.0326149864639063,0.3581597948655188,0.37775614364020366,-0.38052726139064996,0.3067570440460819,-0.02163270805742693,4
6,-5.158071179700915,4.445412969045212,-1.5688641203306388,-1.160520096562989,0.9797806107810361,-0.16792225985011272,-0.5830532497909062,0.7570380729314466,-0.2495079640609606,1.4439907482242627,-0.4816909209551217,-0.2829362014990476,-0.5729832922910344,-1.0837152948608288,1.1766060895381867,-0.7301745690174951,0.6609229126349038,-0.402811430912411,0.7705060433971465,-0.6236869822921822,0.7030887842832657,-0.09656113180485976,-0.42192499955634866,0.30053814730146977,-0.2362773487197858,3
7,6.441222928360182,3.8062876203116827,-0.3071785102676619,0.9946921438256037,-0.43795850431209227,0.04072474001635237,-1.9756977973902425,-2.666888476807671,-1.610986846846077,-0.7447730045776729,0.08434115393415681,0.8390556423897416,-0.27846687714608964,-0.007388459862704313,-0.03501200179158507,0.05610159288435674,-0.9422563326386098,1.6448464300775711,0.3351677103826316,-0.7364452740913165,0.23085093631567713,-0.12346002666583825,0.5371763772135874,-1.010197054314669,0.41700828881572627,3
8,6.418733612769799,6.100493816743673,0.2626841436173307,0.8627076735213097,-0.517321099996223,0.298504785519744,-0.11841349343020566,-2.6860509483502284,1.664689059541945,-1.088041389002685,-0.025048955651320932,-0.11759094808290939,-0.9648307577656837,-0.27201666924155643,-0.4713257905120465,-0.7504419887662696,-0.5726321070628311,-1.3603137261127969,0.3184093500355893,1.7957452239172922,0.6415054427462271,0.8781015465757269,0.8130749686721027,0.15391464509875027,-0.19860635065992843,3
9,6.4498877062094975,1.5379476969858157,-1.4461317213450542,0.8690526901313954,-0.8958122019409228,0.7090881853349101,-0.634882358332782,1.7746010756327342,-0.7985359562114658,-0.42861860308702715,-0.3642229449434522,0.6710074963760662,0.7586292856501211,-0.15253562799591872,-0.2526917763783095,0.0617829533849746,-1.220547402163598,-0.5714090509327201,-0.5027292966759315,-0.38226850674688295,0.2544521514090799,-0.028580694440581155,0.7811590988073565,-0.25185916136061953,0.4107483860428527,3
